customerid,recency,frequency,monetary,cluster,segment
16292,116,2,323,0,Low Value Customers
16293,8,12,2261,0,Low Value Customers
16295,9,4,1328,0,Low Value Customers
16297,212,4,328,1,Lost Customers
16298,22,3,598,0,Low Value Customers
16302,107,2,253,0,Low Value Customers
16303,25,4,5415,0,Low Value Customers
16305,138,1,361,1,Lost Customers
16306,213,9,662,1,Lost Customers
16308,37,4,2560,0,Low Value Customers
16309,91,3,726,0,Low Value Customers
16311,17,2,616,0,Low Value Customers
16313,2,2,274,0,Low Value Customers
16315,330,1,226,1,Lost Customers
16316,63,12,3122,0,Low Value Customers
16317,119,3,1341,0,Low Value Customers
16318,34,1,328,0,Low Value Customers
16319,217,1,404,1,Lost Customers
16320,171,2,1038,1,Lost Customers
16321,71,7,516,0,Low Value Customers
16322,0,2,326,0,Low Value Customers
16323,195,1,207,1,Lost Customers
16324,127,3,408,0,Low Value Customers
16325,43,5,677,0,Low Value Customers
16326,5,15,3064,0,Low Value Customers
16327,13,6,3820,0,Low Value Customers
16330,17,4,261,0,Low Value Customers
16332,27,8,1592,0,Low Value Customers
16333,7,22,26626,0,Low Value Customers
16337,36,1,151,0,Low Value Customers
16338,156,1,214,1,Lost Customers
16339,283,1,94,1,Lost Customers
16340,106,1,534,0,Low Value Customers
16341,24,6,1984,0,Low Value Customers
16342,74,4,322,0,Low Value Customers
16343,15,2,328,0,Low Value Customers
16344,157,1,101,1,Lost Customers
16345,43,1,565,0,Low Value Customers
16347,10,2,847,0,Low Value Customers
16348,31,7,1415,0,Low Value Customers
16349,290,1,53,1,Lost Customers
16350,20,5,1132,0,Low Value Customers
16351,332,1,153,1,Lost Customers
16352,17,2,494,0,Low Value Customers
16353,3,23,6675,0,Low Value Customers
16354,62,2,395,0,Low Value Customers
16356,197,4,213,1,Lost Customers
16357,32,3,658,0,Low Value Customers
16358,0,5,2030,0,Low Value Customers
16359,6,12,2041,0,Low Value Customers
16360,4,8,3551,0,Low Value Customers
16361,9,4,891,0,Low Value Customers
16362,31,9,792,0,Low Value Customers
16363,52,1,109,0,Low Value Customers
16364,11,2,705,0,Low Value Customers
16365,17,9,1540,0,Low Value Customers
16366,18,1,327,0,Low Value Customers
16367,36,2,800,0,Low Value Customers
16368,1,2,479,0,Low Value Customers
16369,17,3,1545,0,Low Value Customers
16370,81,4,1301,0,Low Value Customers
16372,32,2,355,0,Low Value Customers
16374,65,2,466,0,Low Value Customers
16376,8,3,984,0,Low Value Customers
16377,266,1,676,1,Lost Customers
16378,246,3,362,1,Lost Customers
16379,3,5,2182,0,Low Value Customers
16380,60,1,1743,0,Low Value Customers
16383,74,2,643,0,Low Value Customers
16384,89,2,584,0,Low Value Customers
16385,59,3,554,0,Low Value Customers
16386,28,2,302,0,Low Value Customers
16387,322,1,94,1,Lost Customers
16389,52,5,1401,0,Low Value Customers
16392,269,1,217,1,Lost Customers
16393,1,20,3146,0,Low Value Customers
16394,49,9,1698,0,Low Value Customers
16395,60,5,1482,0,Low Value Customers
16398,144,4,1780,1,Lost Customers
16399,18,2,408,0,Low Value Customers
16400,94,1,303,0,Low Value Customers
16401,0,20,4135,0,Low Value Customers
16402,264,2,293,1,Lost Customers
16403,301,2,193,1,Lost Customers
16404,69,1,443,0,Low Value Customers
16405,301,2,167,1,Lost Customers
16406,18,1,154,0,Low Value Customers
16407,12,10,2079,0,Low Value Customers
16409,35,5,2022,0,Low Value Customers
16411,18,2,211,0,Low Value Customers
16412,53,1,135,0,Low Value Customers
16413,56,1,262,0,Low Value Customers
16414,21,2,126,0,Low Value Customers
16415,43,1,200,0,Low Value Customers
16416,26,4,1075,0,Low Value Customers
16418,44,3,631,0,Low Value Customers
16419,112,7,971,0,Low Value Customers
16422,16,75,35563,2,Big Spenders
16423,24,1,346,0,Low Value Customers
16424,190,2,184,1,Lost Customers
16425,301,1,302,1,Lost Customers
16426,1,10,1863,0,Low Value Customers
16427,262,2,241,1,Lost Customers
16428,80,1,2,0,Low Value Customers
16429,105,1,284,0,Low Value Customers
16430,56,1,300,0,Low Value Customers
16431,212,3,623,1,Lost Customers
16432,63,1,287,0,Low Value Customers
16433,27,1,184,0,Low Value Customers
16434,28,7,1511,0,Low Value Customers
16438,5,5,798,0,Low Value Customers
16440,7,5,3640,0,Low Value Customers
16441,66,2,381,0,Low Value Customers
16442,1,3,609,0,Low Value Customers
16444,45,5,670,0,Low Value Customers
16445,33,1,230,0,Low Value Customers
16446,0,3,336942,3,Champions
16447,135,1,255,0,Low Value Customers
16448,197,1,182,1,Lost Customers
16449,190,3,740,1,Lost Customers
16450,149,1,311,1,Lost Customers
16451,87,1,266,0,Low Value Customers
16454,44,3,21,0,Low Value Customers
16455,63,7,1841,0,Low Value Customers
16456,98,5,2158,0,Low Value Customers
16457,217,1,208,1,Lost Customers
16458,2,18,3482,0,Low Value Customers
16460,27,3,811,0,Low Value Customers
16461,177,1,142,1,Lost Customers
16462,63,4,170,0,Low Value Customers
16463,20,7,1461,0,Low Value Customers
16464,19,3,1298,0,Low Value Customers
16466,33,7,1595,0,Low Value Customers
16468,73,1,74,0,Low Value Customers
16469,23,4,625,0,Low Value Customers
16470,51,5,757,0,Low Value Customers
16471,274,1,223,1,Lost Customers
16473,164,4,317,1,Lost Customers
16474,6,11,1870,0,Low Value Customers
16475,87,4,544,0,Low Value Customers
16477,63,7,2494,0,Low Value Customers
16478,24,3,331,0,Low Value Customers
16479,9,2,300,0,Low Value Customers
16480,75,1,769,0,Low Value Customers
16482,15,1,220,0,Low Value Customers
16483,191,1,139,1,Lost Customers
16484,173,3,429,1,Lost Customers
16485,76,1,363,0,Low Value Customers
16488,32,4,505,0,Low Value Customers
16491,46,1,731,0,Low Value Customers
16493,72,6,1373,0,Low Value Customers
16494,296,1,826,1,Lost Customers
16495,2,3,648,0,Low Value Customers
16496,8,4,1636,0,Low Value Customers
16497,49,6,2965,0,Low Value Customers
16498,160,3,115,1,Lost Customers
16499,359,5,411,1,Lost Customers
16500,4,6,400,0,Low Value Customers
16503,106,5,1442,0,Low Value Customers
16504,24,1,465,0,Low Value Customers
16505,31,1,777,0,Low Value Customers
16506,19,2,90,0,Low Value Customers
16509,296,1,363,1,Lost Customers
16510,371,1,248,1,Lost Customers
16511,21,3,918,0,Low Value Customers
16513,4,4,874,0,Low Value Customers
16515,51,5,1624,0,Low Value Customers
16516,29,1,101,0,Low Value Customers
16517,276,1,162,1,Lost Customers
16518,60,3,487,0,Low Value Customers
16519,24,2,215,0,Low Value Customers
16520,185,4,1056,1,Lost Customers
16523,1,28,9541,0,Low Value Customers
16525,1,29,14159,0,Low Value Customers
16526,171,1,290,1,Lost Customers
16527,80,1,228,0,Low Value Customers
16528,3,1,244,0,Low Value Customers
16529,189,1,455,1,Lost Customers
16531,21,7,1244,0,Low Value Customers
16532,17,3,6748,0,Low Value Customers
16533,18,5,1151,0,Low Value Customers
16535,4,1,593,0,Low Value Customers
16536,106,2,558,0,Low Value Customers
16539,2,4,1388,0,Low Value Customers
16542,53,1,119,0,Low Value Customers
16545,164,1,339,1,Lost Customers
16546,290,3,1670,1,Lost Customers
16549,9,10,4034,0,Low Value Customers
16550,108,9,2331,0,Low Value Customers
16551,95,3,922,0,Low Value Customers
16552,242,2,379,1,Lost Customers
16553,162,14,5775,0,Low Value Customers
16554,2,7,1032,0,Low Value Customers
16555,34,2,285,0,Low Value Customers
16556,66,7,3313,0,Low Value Customers
16557,23,2,281,0,Low Value Customers
16558,0,24,8419,0,Low Value Customers
16560,20,3,866,0,Low Value Customers
16561,5,2,511,0,Low Value Customers
16563,53,1,1077,0,Low Value Customers
16565,363,1,173,1,Lost Customers
16566,14,6,615,0,Low Value Customers
16567,193,2,865,1,Lost Customers
16569,2,1,124,0,Low Value Customers
16570,8,15,3853,0,Low Value Customers
16571,2,5,1558,0,Low Value Customers
16572,126,4,1019,0,Low Value Customers
16573,73,4,678,0,Low Value Customers
16574,70,1,451,0,Low Value Customers
16579,364,1,30,1,Lost Customers
16581,154,2,141,1,Lost Customers
16582,112,1,313,0,Low Value Customers
16583,373,1,233,1,Lost Customers
16584,79,3,964,0,Low Value Customers
16586,248,1,463,1,Lost Customers
16587,231,1,225,1,Lost Customers
16589,70,3,459,0,Low Value Customers
16591,68,1,213,0,Low Value Customers
16592,3,19,4154,0,Low Value Customers
16593,50,3,330,0,Low Value Customers
16594,74,1,181,0,Low Value Customers
16595,60,1,360,0,Low Value Customers
16596,15,2,250,0,Low Value Customers
16597,3,1,90,0,Low Value Customers
16598,276,2,149,1,Lost Customers
16600,3,6,813,0,Low Value Customers
16601,40,1,242,0,Low Value Customers
16602,30,2,561,0,Low Value Customers
16603,74,2,482,0,Low Value Customers
16607,17,16,3656,0,Low Value Customers
16609,14,9,5535,0,Low Value Customers
16610,218,1,75,1,Lost Customers
16611,185,2,137,1,Lost Customers
16612,32,4,1187,0,Low Value Customers
16613,69,1,618,0,Low Value Customers
16614,182,1,506,1,Lost Customers
16616,14,2,500,0,Low Value Customers
16617,235,1,151,1,Lost Customers
16618,30,6,2664,0,Low Value Customers
16619,253,2,248,1,Lost Customers
16620,3,2,178,0,Low Value Customers
16621,51,4,813,0,Low Value Customers
16623,245,1,129,1,Lost Customers
16624,80,2,810,0,Low Value Customers
16625,274,1,333,1,Lost Customers
16626,0,20,4446,0,Low Value Customers
16627,78,1,322,0,Low Value Customers
16628,29,6,2193,0,Low Value Customers
16629,73,2,408,0,Low Value Customers
16633,16,7,2888,0,Low Value Customers
16634,222,2,217,1,Lost Customers
16637,31,5,1184,0,Low Value Customers
16638,22,11,1684,0,Low Value Customers
16639,24,4,1345,0,Low Value Customers
16641,105,1,231,0,Low Value Customers
16642,4,3,696,0,Low Value Customers
16643,245,1,487,1,Lost Customers
16644,177,2,833,1,Lost Customers
16647,169,2,214,1,Lost Customers
16648,38,2,310,0,Low Value Customers
16650,71,1,518,0,Low Value Customers
16652,53,11,6893,0,Low Value Customers
16653,15,3,1258,0,Low Value Customers
16654,140,5,607,0,Low Value Customers
16655,17,6,3789,0,Low Value Customers
16656,21,21,8683,0,Low Value Customers
16657,9,4,874,0,Low Value Customers
16658,367,1,123,1,Lost Customers
16659,188,1,39,1,Lost Customers
16660,15,5,1724,0,Low Value Customers
16665,361,1,135,1,Lost Customers
16666,18,1,118,0,Low Value Customers
16667,67,2,567,0,Low Value Customers
16668,14,6,306,0,Low Value Customers
16669,23,4,1352,0,Low Value Customers
16670,16,17,4169,0,Low Value Customers
16671,27,3,1692,0,Low Value Customers
16672,1,23,8176,0,Low Value Customers
16674,54,2,304,0,Low Value Customers
16676,33,5,1625,0,Low Value Customers
16678,2,17,3206,0,Low Value Customers
16679,365,1,129,1,Lost Customers
16680,42,1,183,0,Low Value Customers
16681,72,6,1770,0,Low Value Customers
16682,4,5,1028,0,Low Value Customers
16684,3,31,67415,0,Low Value Customers
16685,60,2,324,0,Low Value Customers
16686,46,9,2979,0,Low Value Customers
16688,0,4,1260,0,Low Value Customers
16689,75,3,541,0,Low Value Customers
16690,43,3,242,0,Low Value Customers
16692,255,2,1276,1,Lost Customers
16693,68,2,477,0,Low Value Customers
16696,134,4,657,0,Low Value Customers
16697,240,1,112,1,Lost Customers
16698,226,2,1998,1,Lost Customers
16700,8,17,5113,0,Low Value Customers
16701,8,18,5646,0,Low Value Customers
16705,0,29,14123,0,Low Value Customers
16706,36,3,531,0,Low Value Customers
16708,45,1,656,0,Low Value Customers
16709,84,5,3029,0,Low Value Customers
16710,18,10,2467,0,Low Value Customers
16711,2,5,1651,0,Low Value Customers
16712,8,11,3611,0,Low Value Customers
16713,18,21,6993,0,Low Value Customers
16714,218,4,1379,1,Lost Customers
16715,77,1,301,0,Low Value Customers
16716,266,3,1482,1,Lost Customers
16717,8,9,4423,0,Low Value Customers
16718,368,1,606,1,Lost Customers
16719,14,8,1786,0,Low Value Customers
16720,25,1,152,0,Low Value Customers
16721,261,1,292,1,Lost Customers
16722,16,16,4750,0,Low Value Customers
16723,90,2,576,0,Low Value Customers
16725,301,8,764,1,Lost Customers
16726,25,5,1358,0,Low Value Customers
16727,363,1,256,1,Lost Customers
16728,45,4,1048,0,Low Value Customers
16729,35,26,7368,0,Low Value Customers
16730,51,4,783,0,Low Value Customers
16732,31,1,603,0,Low Value Customers
16734,51,3,646,0,Low Value Customers
16735,78,7,2278,0,Low Value Customers
16737,52,1,417,0,Low Value Customers
16738,297,1,3,1,Lost Customers
16739,171,2,333,1,Lost Customers
16742,46,2,929,0,Low Value Customers
16743,28,8,2259,0,Low Value Customers
16744,10,7,1291,0,Low Value Customers
16745,86,18,7204,0,Low Value Customers
16746,4,19,6683,0,Low Value Customers
16747,24,4,845,0,Low Value Customers
16748,17,5,1515,0,Low Value Customers
16750,44,5,623,0,Low Value Customers
16751,30,1,1764,0,Low Value Customers
16752,372,1,207,1,Lost Customers
16753,57,1,223,0,Low Value Customers
16754,371,1,2002,1,Lost Customers
16755,113,5,1487,0,Low Value Customers
16756,214,1,239,1,Lost Customers
16757,318,1,106,1,Lost Customers
16758,64,1,369,0,Low Value Customers
16759,7,4,806,0,Low Value Customers
16761,96,1,316,0,Low Value Customers
16762,19,3,1207,0,Low Value Customers
16763,184,2,628,1,Lost Customers
16764,3,18,2831,0,Low Value Customers
16765,293,1,34,1,Lost Customers
16766,272,2,1145,1,Lost Customers
16767,30,11,5575,0,Low Value Customers
16768,47,5,498,0,Low Value Customers
16769,259,1,361,1,Lost Customers
16770,57,6,782,0,Low Value Customers
16771,32,5,2242,0,Low Value Customers
16773,56,1,171,0,Low Value Customers
16774,67,5,668,0,Low Value Customers
16775,9,11,1691,0,Low Value Customers
16776,59,1,371,0,Low Value Customers
16777,79,2,222,0,Low Value Customers
16778,73,2,245,0,Low Value Customers
16779,1,28,10787,0,Low Value Customers
16780,99,2,422,0,Low Value Customers
16781,364,2,327,1,Lost Customers
16782,9,19,2305,0,Low Value Customers
16784,19,1,107,0,Low Value Customers
16788,122,2,594,0,Low Value Customers
16789,7,1,80,0,Low Value Customers
16790,3,8,1571,0,Low Value Customers
16791,28,8,1721,0,Low Value Customers
16792,281,2,110,1,Lost Customers
16793,56,1,243,0,Low Value Customers
16794,0,12,1217,0,Low Value Customers
16795,364,1,414,1,Lost Customers
16796,88,1,305,0,Low Value Customers
16800,10,1,1162,0,Low Value Customers
16801,162,5,2346,1,Lost Customers
16803,64,1,332,0,Low Value Customers
16804,22,3,536,0,Low Value Customers
16805,173,2,460,1,Lost Customers
16806,102,4,762,0,Low Value Customers
16807,142,3,1121,1,Lost Customers
16808,98,2,288,0,Low Value Customers
16809,22,6,916,0,Low Value Customers
16810,191,2,343,1,Lost Customers
16811,4,2,547,0,Low Value Customers
16812,360,1,479,1,Lost Customers
16813,7,10,1652,0,Low Value Customers
16814,13,22,6425,0,Low Value Customers
16816,102,4,417,0,Low Value Customers
16817,2,13,1762,0,Low Value Customers
16818,10,13,3381,0,Low Value Customers
16820,95,1,497,0,Low Value Customers
16823,226,1,358,1,Lost Customers
16824,15,2,460,0,Low Value Customers
16825,38,2,775,0,Low Value Customers
16826,50,1,341,0,Low Value Customers
16828,92,2,128,0,Low Value Customers
16829,156,1,197,1,Lost Customers
16830,38,1,325,0,Low Value Customers
16832,183,3,199,1,Lost Customers
16833,0,4,1106,0,Low Value Customers
16834,227,1,413,1,Lost Customers
16835,127,2,180,0,Low Value Customers
16836,39,2,251,0,Low Value Customers
16837,30,12,3174,0,Low Value Customers
16838,196,3,594,1,Lost Customers
16839,8,39,17830,0,Low Value Customers
16841,36,7,1965,0,Low Value Customers
16842,63,4,1267,0,Low Value Customers
16843,42,17,10209,0,Low Value Customers
16846,49,1,214,0,Low Value Customers
16847,42,1,193,0,Low Value Customers
16848,52,1,281,0,Low Value Customers
16849,186,1,124,1,Lost Customers
16850,333,1,332,1,Lost Customers
16851,3,3,342,0,Low Value Customers
16852,9,2,144,0,Low Value Customers
16855,23,2,328,0,Low Value Customers
16856,14,1,35,0,Low Value Customers
16858,365,2,405,1,Lost Customers
16859,105,5,1022,0,Low Value Customers
16861,59,3,195,0,Low Value Customers
16863,28,4,524,0,Low Value Customers
16866,140,3,207,1,Lost Customers
16869,22,5,836,0,Low Value Customers
16871,21,7,2863,0,Low Value Customers
16872,76,3,680,0,Low Value Customers
16873,4,10,7180,0,Low Value Customers
16875,63,9,2167,0,Low Value Customers
16877,11,6,846,0,Low Value Customers
16878,24,2,26,0,Low Value Customers
16880,30,7,1491,0,Low Value Customers
16881,66,1,432,0,Low Value Customers
16882,66,3,705,0,Low Value Customers
16883,186,2,272,1,Lost Customers
16884,37,2,429,0,Low Value Customers
16885,14,3,450,0,Low Value Customers
16887,34,1,192,0,Low Value Customers
16889,194,3,1578,1,Lost Customers
16891,1,5,742,0,Low Value Customers
16892,0,7,546,0,Low Value Customers
16893,366,1,145,1,Lost Customers
16895,64,1,202,0,Low Value Customers
16897,298,3,366,1,Lost Customers
16898,25,4,565,0,Low Value Customers
16899,7,6,1271,0,Low Value Customers
16900,11,5,1586,0,Low Value Customers
16902,115,1,1706,0,Low Value Customers
16903,28,1,363,0,Low Value Customers
16904,3,16,3653,0,Low Value Customers
16905,4,8,3054,0,Low Value Customers
16906,81,4,559,0,Low Value Customers
16907,28,5,928,0,Low Value Customers
16909,63,2,394,0,Low Value Customers
16910,3,8,1508,0,Low Value Customers
16912,22,14,2602,0,Low Value Customers
16913,289,1,113,1,Lost Customers
16914,35,1,183,0,Low Value Customers
16915,8,6,621,0,Low Value Customers
16916,23,2,562,0,Low Value Customers
16917,276,1,391,1,Lost Customers
16918,49,7,1094,0,Low Value Customers
16919,155,11,2592,0,Low Value Customers
16921,60,1,154,0,Low Value Customers
16923,11,26,7649,0,Low Value Customers
16924,20,4,937,0,Low Value Customers
16926,370,1,230,1,Lost Customers
16927,115,3,543,0,Low Value Customers
16928,79,19,2880,0,Low Value Customers
16929,3,7,1295,0,Low Value Customers
16930,25,3,378,0,Low Value Customers
16931,4,21,4554,0,Low Value Customers
16932,52,1,150,0,Low Value Customers
16933,0,5,596,0,Low Value Customers
16934,54,2,931,0,Low Value Customers
16936,25,1,261,0,Low Value Customers
16938,8,5,3544,0,Low Value Customers
16940,51,3,3049,0,Low Value Customers
16942,12,10,1931,0,Low Value Customers
16943,211,3,816,1,Lost Customers
16945,21,19,4345,0,Low Value Customers
16947,235,1,406,1,Lost Customers
16948,138,3,435,0,Low Value Customers
16949,3,7,1411,0,Low Value Customers
16950,56,3,1178,0,Low Value Customers
16951,122,4,1292,0,Low Value Customers
16952,108,2,167,0,Low Value Customers
16953,29,1,20,0,Low Value Customers
16954,0,9,2085,0,Low Value Customers
16955,184,5,543,1,Lost Customers
16956,8,2,325,0,Low Value Customers
16957,238,2,416,1,Lost Customers
16959,86,1,117,0,Low Value Customers
16960,38,3,507,0,Low Value Customers
16961,115,1,234,0,Low Value Customers
16963,186,1,110,1,Lost Customers
16965,226,1,201,1,Lost Customers
16966,7,10,2161,0,Low Value Customers
16967,188,1,319,1,Lost Customers
16968,3,2,439,0,Low Value Customers
16969,38,3,650,0,Low Value Customers
16971,2,2,482,0,Low Value Customers
16976,266,1,251,1,Lost Customers
16978,77,1,344,0,Low Value Customers
16979,3,8,1894,0,Low Value Customers
16980,254,2,1028,1,Lost Customers
16982,60,1,384,0,Low Value Customers
16983,12,8,1916,0,Low Value Customers
16984,77,5,4548,0,Low Value Customers
16985,16,11,5466,0,Low Value Customers
16986,29,2,1873,0,Low Value Customers
16987,2,7,1616,0,Low Value Customers
16988,4,1,126,0,Low Value Customers
16989,6,6,1133,0,Low Value Customers
16990,218,1,179,1,Lost Customers
16992,10,6,1626,0,Low Value Customers
16995,371,1,1,1,Lost Customers
16996,29,9,1486,0,Low Value Customers
16997,287,3,702,1,Lost Customers
16998,149,6,302,1,Lost Customers
16999,22,2,484,0,Low Value Customers
17001,0,11,3989,0,Low Value Customers
17002,72,4,1499,0,Low Value Customers
17004,45,2,1312,0,Low Value Customers
17006,4,4,781,0,Low Value Customers
17007,50,7,902,0,Low Value Customers
17010,16,2,205,0,Low Value Customers
17011,29,1,270,0,Low Value Customers
17014,7,4,604,0,Low Value Customers
17015,28,3,1838,0,Low Value Customers
17017,2,27,8814,0,Low Value Customers
17018,40,2,920,0,Low Value Customers
17019,10,4,1258,0,Low Value Customers
17022,30,1,71,0,Low Value Customers
17024,44,3,95,0,Low Value Customers
17025,60,3,357,0,Low Value Customers
17026,184,2,154,1,Lost Customers
17027,78,7,919,0,Low Value Customers
17029,110,2,716,0,Low Value Customers
17030,63,1,146,0,Low Value Customers
17031,11,2,380,0,Low Value Customers
17033,85,3,1030,0,Low Value Customers
17034,15,4,756,0,Low Value Customers
17035,245,3,478,1,Lost Customers
17037,77,2,1281,0,Low Value Customers
17038,29,1,112,0,Low Value Customers
17040,137,1,449,1,Lost Customers
17041,26,4,1087,0,Low Value Customers
17042,2,5,1036,0,Low Value Customers
17043,31,4,1735,0,Low Value Customers
17044,8,3,999,0,Low Value Customers
17045,112,3,339,0,Low Value Customers
17046,156,1,642,1,Lost Customers
17047,84,3,1100,0,Low Value Customers
17048,114,6,986,0,Low Value Customers
17049,2,11,5720,0,Low Value Customers
17050,95,6,3185,0,Low Value Customers
17051,193,1,240,1,Lost Customers
17052,27,1,399,0,Low Value Customers
17053,128,2,500,0,Low Value Customers
17054,27,6,1358,0,Low Value Customers
17058,81,3,1179,0,Low Value Customers
17059,29,5,3080,0,Low Value Customers
17060,265,1,234,1,Lost Customers
17061,73,12,5348,0,Low Value Customers
17062,313,5,537,1,Lost Customers
17063,8,11,1500,0,Low Value Customers
17064,58,3,855,0,Low Value Customers
17065,142,1,112,1,Lost Customers
17068,11,22,4572,0,Low Value Customers
17069,27,13,2764,0,Low Value Customers
17070,113,1,304,0,Low Value Customers
17071,8,14,2472,0,Low Value Customers
17073,17,4,1446,0,Low Value Customers
17075,17,5,854,0,Low Value Customers
17076,35,3,841,0,Low Value Customers
17078,35,2,378,0,Low Value Customers
17079,77,1,118,0,Low Value Customers
17080,21,3,289,0,Low Value Customers
17081,24,2,288,0,Low Value Customers
17082,32,2,2003,0,Low Value Customers
17083,108,3,1405,0,Low Value Customers
17084,34,2,2747,0,Low Value Customers
17085,122,6,1574,0,Low Value Customers
17086,6,6,2050,0,Low Value Customers
17088,27,4,1991,0,Low Value Customers
17090,3,8,1976,0,Low Value Customers
17091,2,10,3852,0,Low Value Customers
17092,49,4,1774,0,Low Value Customers
17094,317,2,333,1,Lost Customers
17095,21,6,1560,0,Low Value Customers
17096,8,7,1051,0,Low Value Customers
17097,1,9,970,0,Low Value Customers
17100,17,2,971,0,Low Value Customers
17101,9,4,1621,0,Low Value Customers
17102,261,1,25,1,Lost Customers
17105,158,2,665,1,Lost Customers
17107,32,7,11232,0,Low Value Customers
17109,28,8,896,0,Low Value Customers
17110,164,1,163,1,Lost Customers
17111,46,1,231,0,Low Value Customers
17114,5,10,862,0,Low Value Customers
17115,7,5,868,0,Low Value Customers
17117,287,1,116,1,Lost Customers
17118,317,1,157,1,Lost Customers
17119,2,3,620,0,Low Value Customers
17120,232,1,307,1,Lost Customers
17122,118,1,138,0,Low Value Customers
17123,161,1,345,1,Lost Customers
17124,184,1,294,1,Lost Customers
17125,49,1,230,0,Low Value Customers
17126,151,7,1002,1,Lost Customers
17128,334,1,157,1,Lost Customers
17131,4,5,2463,0,Low Value Customers
17133,15,7,4892,0,Low Value Customers
17134,106,2,413,0,Low Value Customers
17135,15,7,1139,0,Low Value Customers
17138,275,1,380,1,Lost Customers
17139,15,15,10733,0,Low Value Customers
17140,246,1,454,1,Lost Customers
17142,238,1,579,1,Lost Customers
17144,0,2,984,0,Low Value Customers
17146,105,3,749,0,Low Value Customers
17147,22,6,1749,0,Low Value Customers
17148,51,1,124,0,Low Value Customers
17152,194,4,1875,1,Lost Customers
17153,23,1,213,0,Low Value Customers
17154,74,1,329,0,Low Value Customers
17155,17,2,251,0,Low Value Customers
17157,7,3,331,0,Low Value Customers
17158,31,3,1266,0,Low Value Customers
17159,21,4,1543,0,Low Value Customers
17160,30,6,3518,0,Low Value Customers
17162,28,11,1723,0,Low Value Customers
17163,21,2,293,0,Low Value Customers
17164,32,8,2468,0,Low Value Customers
17165,283,1,158,1,Lost Customers
17166,38,3,223,0,Low Value Customers
17169,49,4,854,0,Low Value Customers
17171,288,1,224,1,Lost Customers
17172,74,2,322,0,Low Value Customers
17173,4,9,3777,0,Low Value Customers
17174,217,1,59,1,Lost Customers
17175,43,5,1456,0,Low Value Customers
17176,201,1,306,1,Lost Customers
17179,177,3,711,1,Lost Customers
17180,55,6,799,0,Low Value Customers
17181,56,2,239,0,Low Value Customers
17183,7,8,3407,0,Low Value Customers
17186,46,2,144,0,Low Value Customers
17187,226,1,203,1,Lost Customers
17188,10,9,2672,0,Low Value Customers
17189,105,2,383,0,Low Value Customers
17190,58,3,639,0,Low Value Customers
17191,27,7,2093,0,Low Value Customers
17193,35,9,1724,0,Low Value Customers
17194,273,2,262,1,Lost Customers
17197,29,1,1013,0,Low Value Customers
17198,23,3,692,0,Low Value Customers
17201,53,1,289,0,Low Value Customers
17203,35,6,3560,0,Low Value Customers
17204,168,9,1776,1,Lost Customers
17205,53,1,384,0,Low Value Customers
17206,52,1,204,0,Low Value Customers
17211,26,9,2334,0,Low Value Customers
17212,252,1,226,1,Lost Customers
17213,39,11,2821,0,Low Value Customers
17214,59,7,1144,0,Low Value Customers
17217,233,1,113,1,Lost Customers
17218,3,10,1951,0,Low Value Customers
17219,31,1,114,0,Low Value Customers
17220,23,14,3187,0,Low Value Customers
17221,6,2,334,0,Low Value Customers
17222,64,1,328,0,Low Value Customers
17223,309,2,416,1,Lost Customers
17226,308,1,393,1,Lost Customers
17227,18,6,939,0,Low Value Customers
17228,15,8,1906,0,Low Value Customers
17229,95,2,318,0,Low Value Customers
17230,263,11,3810,1,Lost Customers
17231,11,14,3171,0,Low Value Customers
17232,2,2,417,0,Low Value Customers
17233,34,1,190,0,Low Value Customers
17234,182,1,149,1,Lost Customers
17235,24,2,550,0,Low Value Customers
17236,12,6,916,0,Low Value Customers
17237,10,2,314,0,Low Value Customers
17238,2,17,3719,0,Low Value Customers
17239,312,2,385,1,Lost Customers
17242,107,2,1135,0,Low Value Customers
17243,0,30,8588,0,Low Value Customers
17244,52,1,954,0,Low Value Customers
17245,204,1,171,1,Lost Customers
17247,14,1,280,0,Low Value Customers
17248,119,1,318,0,Low Value Customers
17250,3,2,381,0,Low Value Customers
17251,362,1,269,1,Lost Customers
17252,116,2,348,0,Low Value Customers
17253,17,1,178,0,Low Value Customers
17254,4,2,271,0,Low Value Customers
17255,40,2,291,0,Low Value Customers
17256,106,2,240,0,Low Value Customers
17259,147,2,581,1,Lost Customers
17262,51,5,1253,0,Low Value Customers
17263,207,1,63,1,Lost Customers
17265,138,2,550,1,Lost Customers
17266,1,3,296,0,Low Value Customers
17267,126,2,317,0,Low Value Customers
17268,107,4,763,0,Low Value Customers
17272,41,5,2152,0,Low Value Customers
17274,34,1,107,0,Low Value Customers
17277,227,2,1065,1,Lost Customers
17278,240,1,246,1,Lost Customers
17279,57,1,187,0,Low Value Customers
17282,129,3,1685,0,Low Value Customers
17284,59,7,1658,0,Low Value Customers
17286,21,1,151,0,Low Value Customers
17287,25,7,1049,0,Low Value Customers
17288,8,7,1417,0,Low Value Customers
17289,31,4,939,0,Low Value Customers
17290,3,2,513,0,Low Value Customers
17291,307,1,550,1,Lost Customers
17293,7,9,1854,0,Low Value Customers
17295,28,3,547,0,Low Value Customers
17297,16,1,128,0,Low Value Customers
17298,100,2,498,0,Low Value Customers
17299,11,4,656,0,Low Value Customers
17301,20,1,163,0,Low Value Customers
17302,14,6,1151,0,Low Value Customers
